"time","timeDate","close","high","low","open","volumefrom","volumeto"
1493164800000,"2017-04-25",0.0001435,0.0001499,0.000142,0.000146,338839.82,49.23
1493251200000,"2017-04-26",0.0001578,0.00016,0.0001399,0.0001435,209351.61,31.21
1493337600000,"2017-04-27",0.000173,0.00018,0.0001509,0.0001578,299881.85,49.8
1493424000000,"2017-04-28",0.0002069,0.0002399,0.0001687,0.000173,424175.24,81.51
1493510400000,"2017-04-29",0.000269,0.0002978,0.0002044,0.0002069,350321.84,91.76
1493596800000,"2017-04-30",0.00024,0.0002844,0.0001801,0.000269,380257.55,86
1493683200000,"2017-05-01",0.000239,0.0002417,0.00019,0.00024,134047.9,28.54
1493769600000,"2017-05-02",0.0002332,0.000261,0.0002,0.000239,237771.95,54.96
1493856000000,"2017-05-03",0.0003247,0.0003247,0.0002125,0.0002332,385606.5,105.74
1493942400000,"2017-05-04",0.000332,0.00036,0.0002507,0.0003247,386579.51,122.45
1494028800000,"2017-05-05",0.0003785,0.00038,0.0003054,0.000332,260716.48,91.29
1494115200000,"2017-05-06",0.000321,0.00039,0.00032,0.0003785,180578.59,64.3
1494201600000,"2017-05-07",0.000256,0.0003499,0.000256,0.000321,153335.14,46.73
1494288000000,"2017-05-08",0.000245,0.0003093,0.0002021,0.000256,162832,40.72
1494374400000,"2017-05-09",0.0002643,0.0003167,0.000245,0.000245,122631.92,35.03
1494460800000,"2017-05-10",0.0002619,0.0003,0.0002171,0.0002643,132070.76,33.53
1494547200000,"2017-05-11",0.0002879,0.0002966,0.00025,0.0002619,122579.04,33.6
1494633600000,"2017-05-12",0.0002677,0.0002987,0.0002481,0.0002879,81145.5,21.82
1494720000000,"2017-05-13",0.0002618,0.000295,0.0002475,0.0002677,129391.5,33.91
1494806400000,"2017-05-14",0.0002697,0.0002905,0.0002502,0.0002618,140044.06,37.37
1494892800000,"2017-05-15",0.0002542,0.000273,0.0002502,0.0002697,77178.74,20.06
1494979200000,"2017-05-16",0.000268,0.00027,0.0002211,0.0002542,94205.51,23.32
1495065600000,"2017-05-17",0.0002883,0.0003,0.0002599,0.000268,219135.88,62.31
1495152000000,"2017-05-18",0.000367,0.0003953,0.000275,0.0002883,323418.72,106.12
1495238400000,"2017-05-19",0.0004178,0.0004178,0.0003475,0.000367,232621.09,89.43
1495324800000,"2017-05-20",0.000446,0.00046,0.00038,0.0004178,109078.51,46.02
1495411200000,"2017-05-21",0.000337,0.0004599,0.0003,0.000446,338006.29,115.93
1495497600000,"2017-05-22",0.0003478,0.000351,0.0002801,0.000337,429353.26,135.59
1495584000000,"2017-05-23",0.00063,0.0007499,0.000345,0.0003478,891866.16,471.46
1495670400000,"2017-05-24",0.00045,0.000685,0.0004,0.00063,449300.26,214.64
1495756800000,"2017-05-25",0.0003652,0.00052,0.0003624,0.00045,398122.01,165.36
1495843200000,"2017-05-26",0.0004126,0.000437,0.0003002,0.0003652,208118.54,74.43
1495929600000,"2017-05-27",0.0004022,0.0004368,0.0003786,0.0004126,185454.3,74.17
1496016000000,"2017-05-28",0.0004277,0.0005,0.0003621,0.0004022,184495.03,78.84
1496102400000,"2017-05-29",0.0004,0.0005399,0.0004,0.0004277,334971.45,150.6
1496188800000,"2017-05-30",0.0004047,0.0004353,0.00037,0.0004,191408.1,78.52
1496275200000,"2017-05-31",0.0004707,0.00048,0.000315,0.0004047,334751.47,134.8
1496361600000,"2017-06-01",0.0005021,0.000525,0.0004567,0.0004707,245667.75,120.33
1496448000000,"2017-06-02",0.0004684,0.00051,0.0004618,0.0005021,206969.85,100.25
1496534400000,"2017-06-03",0.0004818,0.0005,0.00041,0.0004684,181787.08,85.72
1496620800000,"2017-06-04",0.0004567,0.0005,0.0003499,0.0004818,414074.23,181.87
1496707200000,"2017-06-05",0.000445,0.00046,0.0003989,0.0004567,165191.14,71.23
1496793600000,"2017-06-06",0.000497,0.000497,0.0004299,0.000445,253080.57,116.75
1496880000000,"2017-06-07",0.0004698,0.00053,0.000441,0.000497,260477.37,124.97
1496966400000,"2017-06-08",0.000585,0.000595,0.000445,0.0004698,288121.88,143.44
1497052800000,"2017-06-09",0.000543,0.0007075,0.0004995,0.000585,810252.62,485.6
1497139200000,"2017-06-10",0.0005661,0.00062,0.00045,0.000543,340982.69,182.36
1497225600000,"2017-06-11",0.0005098,0.0005836,0.0004,0.0005661,695358.24,343.66
1497312000000,"2017-06-12",0.0006683,0.0006896,0.0005097,0.0005098,510001.64,315.9
1497398400000,"2017-06-13",0.000615,0.00076,0.0005,0.0006683,803935.24,524.3
1497484800000,"2017-06-14",0.0006772,0.000711,0.0005799,0.000615,380738.47,247.33
1497571200000,"2017-06-15",0.00101,0.00106,0.0006611,0.0006772,1002201.64,875.06
1497657600000,"2017-06-16",0.001376,0.001525,0.000928,0.00101,2560700.16,3353.22
1497744000000,"2017-06-17",0.00219,0.00236,0.001278,0.001376,2134224.81,3653.82
1497830400000,"2017-06-18",0.005277,0.00541,0.002161,0.00219,7101480.11,24548.1
1497916800000,"2017-06-19",0.003257,0.0053,0.00256,0.005277,5067832.59,19701.79
1498003200000,"2017-06-20",0.004175,0.00435,0.0031,0.003257,2897930.38,10553.1
1498089600000,"2017-06-21",0.0027,0.0043,0.0025,0.004175,4242648.82,14137.76
1498176000000,"2017-06-22",0.002579,0.00322,0.002,0.0027,3231160.37,8366.5
1498262400000,"2017-06-23",0.002448,0.00273,0.00235,0.002579,1602196.6,4044.34
1498348800000,"2017-06-24",0.002176,0.002524,0.002001,0.002448,1617506.67,3642.27
1498435200000,"2017-06-25",0.002071,0.002333,0.001761,0.002176,1948089.94,3904.61
1498521600000,"2017-06-26",0.00279,0.002994,0.001999,0.002071,3171706.05,8217.21
1498608000000,"2017-06-27",0.003199,0.00345,0.002491,0.00279,2846217.89,8731.95
1498694400000,"2017-06-28",0.00383,0.00395,0.003013,0.003199,2559681.33,9100.2
1498780800000,"2017-06-29",0.003369,0.00394,0.003279,0.00383,1991044.02,7245.43
1498867200000,"2017-06-30",0.003167,0.003662,0.00301,0.003369,1539315.13,5016.76
1498953600000,"2017-07-01",0.00321,0.003482,0.002808,0.003167,1670929.72,5227
1499040000000,"2017-07-02",0.003203,0.0033,0.003047,0.00321,985958.49,3108.37
1499126400000,"2017-07-03",0.002956,0.00322,0.002931,0.003203,829060.9,2554.63
1499212800000,"2017-07-04",0.003016,0.00322,0.002809,0.002956,847770.79,2542.13
1499299200000,"2017-07-05",0.002999,0.003188,0.002918,0.003016,717284.14,2186.12
1499385600000,"2017-07-06",0.002697,0.00302,0.00264,0.002999,956222.88,2677.29
1499472000000,"2017-07-07",0.002883,0.002963,0.0024,0.002697,957635.66,2560.53
1499558400000,"2017-07-08",0.002725,0.002975,0.002655,0.002883,487881.27,1360.33
1499644800000,"2017-07-09",0.002413,0.00275,0.00229,0.002725,908022.58,2299.81
1499731200000,"2017-07-10",0.00227,0.00253,0.002,0.002413,1356138.06,3065.44
1499817600000,"2017-07-11",0.002729,0.002895,0.00215,0.00227,1302993.44,3253.56
1499904000000,"2017-07-12",0.00265,0.002856,0.002498,0.002729,1013887.52,2683.26
1499990400000,"2017-07-13",0.002488,0.00268,0.00235,0.00265,775930.09,1940.68
1500076800000,"2017-07-14",0.002502,0.002615,0.0024,0.002488,570028.42,1428.86
1500163200000,"2017-07-15",0.002582,0.00261,0.0024,0.002502,646433.47,1633.96
1500249600000,"2017-07-16",0.00263,0.00271,0.00255,0.002582,676962.86,1773.94
1500336000000,"2017-07-17",0.002588,0.002681,0.002524,0.00263,803647.7,2084.55
1500422400000,"2017-07-18",0.002532,0.00263,0.00253,0.002588,649643.41,1677.3
1500508800000,"2017-07-19",0.00256,0.00273,0.002532,0.002532,1144994.87,3030.17
1500595200000,"2017-07-20",0.002738,0.00283,0.002524,0.00256,818762.13,2214.17
1500681600000,"2017-07-21",0.003115,0.00346,0.002679,0.002738,1664287.95,5143.81
1500768000000,"2017-07-22",0.00321,0.0033,0.00293,0.003115,1127778.43,3549.74
1500854400000,"2017-07-23",0.003078,0.003235,0.00295,0.00321,898538.44,2777.77
1500940800000,"2017-07-24",0.002839,0.00309,0.0027,0.003078,1054882.4,3004.59
1501027200000,"2017-07-25",0.002832,0.002916,0.002662,0.002839,620384.22,1717.79
1501113600000,"2017-07-26",0.00292,0.0031,0.00275,0.002832,516746.06,1508.46
1501200000000,"2017-07-27",0.002521,0.002965,0.0024,0.00292,782416.61,2067.62
1501286400000,"2017-07-28",0.00268,0.002789,0.002481,0.002521,432167.61,1121.39
1501372800000,"2017-07-29",0.002607,0.00275,0.0026,0.00268,302242.5,806.59
1501459200000,"2017-07-30",0.002587,0.0027,0.002505,0.002607,406652.25,1054.49
1501545600000,"2017-07-31",0.002851,0.0031,0.002508,0.00298,752768.48,2150.72
1501632000000,"2017-08-01",0.003016,0.0031,0.002818,0.002851,923503.33,2743.67
1501718400000,"2017-08-02",0.00392,0.00392,0.002989,0.003016,2071961.88,7247.9
1501804800000,"2017-08-03",0.003603,0.00399,0.003533,0.00392,2179073.77,8218.21
1501891200000,"2017-08-04",0.00436,0.004883,0.003353,0.003603,2732306.82,11044.45
1501977600000,"2017-08-05",0.004925,0.00517,0.00425,0.00436,2376952.41,11277.47
1502064000000,"2017-08-06",0.005744,0.00595,0.00477,0.00477,1755973.63,9733.6
1502150400000,"2017-08-07",0.005371,0.005965,0.0045,0.005744,3233074.31,16786.14
1502236800000,"2017-08-08",0.00674,0.006978,0.00513,0.005371,2606320.71,15725.62
1502323200000,"2017-08-09",0.01107,0.01199,0.00641,0.00679,6271951.82,52993.55
1502409600000,"2017-08-10",0.009375,0.01186,0.00775,0.01107,6022852.03,59203.28
1502496000000,"2017-08-11",0.00978,0.01024,0.008015,0.009375,2787710,25096.08
1502582400000,"2017-08-12",0.01195,0.01398,0.008899,0.00978,4489447.53,52173.68
1502668800000,"2017-08-13",0.01112,0.01352,0.01051,0.01195,2916070.99,34535.13
1502755200000,"2017-08-14",0.0114,0.0116,0.00902,0.01112,2880758.71,30170.92
1502841600000,"2017-08-15",0.01039,0.01247,0.01034,0.0114,1701281.82,19327.41
1502928000000,"2017-08-16",0.009498,0.01079,0.008628,0.01039,2707872.6,26088.44
1503014400000,"2017-08-17",0.009577,0.01027,0.007538,0.009498,2688533.67,23470.29
1503100800000,"2017-08-18",0.00957,0.01033,0.00861,0.009577,1909381.63,17996.12
1503187200000,"2017-08-19",0.009325,0.009997,0.0092,0.00957,789493.76,7561.41
1503273600000,"2017-08-20",0.00886,0.009421,0.008433,0.009325,952061.45,8481.49
1503360000000,"2017-08-21",0.008793,0.00921,0.0086,0.00886,703322,6220.6
1503446400000,"2017-08-22",0.009651,0.01068,0.0086,0.008793,1531940.53,14857.05
1503532800000,"2017-08-23",0.009785,0.01025,0.009416,0.009651,653175.83,6391.8
1503619200000,"2017-08-24",0.00922,0.0098,0.009,0.009785,530900.96,4992.72
1503705600000,"2017-08-25",0.00889,0.00929,0.00871,0.00922,554682.45,4989.69
1503792000000,"2017-08-26",0.00919,0.009556,0.008512,0.00889,684213.58,6065.7
1503878400000,"2017-08-27",0.008817,0.009367,0.008616,0.00919,571598.13,5063.8
1503964800000,"2017-08-28",0.0073,0.00884,0.006462,0.008817,2794642.61,21346.9
1504051200000,"2017-08-29",0.007271,0.007981,0.006627,0.0073,1545395.63,11216.91
1504137600000,"2017-08-30",0.00705,0.007715,0.006858,0.007271,772019.97,5581.22
1504224000000,"2017-08-31",0.00651,0.00712,0.00586,0.00705,1323540.15,8656.21
1504310400000,"2017-09-01",0.006989,0.0075,0.005913,0.00651,1475439.8,10150.76
1504396800000,"2017-09-02",0.006727,0.007199,0.00647,0.006989,636405.69,4282
1504483200000,"2017-09-03",0.005246,0.006731,0.003763,0.006727,5307315.74,26060.14
1504569600000,"2017-09-04",0.00533,0.005686,0.0047,0.005246,2008708.8,10531
1504656000000,"2017-09-05",0.0046,0.005491,0.00434,0.00533,1934427.89,9311.03
1504742400000,"2017-09-06",0.0067,0.007399,0.00452,0.0046,3819700.75,23751.5
1504828800000,"2017-09-07",0.006001,0.006749,0.005398,0.0067,2233946.64,13526.4
1504915200000,"2017-09-08",0.005188,0.006034,0.00514,0.006034,1201651.3,6680.33
1505001600000,"2017-09-09",0.005596,0.005788,0.004895,0.005188,1349874.66,7177.28
1505088000000,"2017-09-10",0.005197,0.005643,0.005174,0.005596,900782.59,4815.66
1505174400000,"2017-09-11",0.005039,0.005476,0.0048,0.005197,1331538.47,6840.12
1505260800000,"2017-09-12",0.005193,0.005397,0.00461,0.005039,1248367.24,6160.99
1505347200000,"2017-09-13",0.004867,0.005344,0.004495,0.005193,1671010.64,8179.8
1505433600000,"2017-09-14",0.005048,0.005167,0.004409,0.004896,1556036.06,7574.39
1505520000000,"2017-09-15",0.005576,0.005977,0.005012,0.005048,1613394.12,8883.43
1505606400000,"2017-09-16",0.005386,0.005576,0.005214,0.005576,592340.51,3170.68
1505692800000,"2017-09-17",0.005164,0.005399,0.004866,0.005386,794289.45,4111.15
1505779200000,"2017-09-18",0.005082,0.005484,0.004902,0.005164,994171.5,5141.85
1505865600000,"2017-09-19",0.005073,0.005179,0.00495,0.005082,484613.38,2452.78
1505952000000,"2017-09-20",0.004816,0.005088,0.004629,0.005073,735358.24,3560.67
1506038400000,"2017-09-21",0.005173,0.00539,0.004739,0.004816,856520.26,4294.22
1506124800000,"2017-09-22",0.005333,0.005446,0.00509,0.005173,622838.67,3289.74
1506211200000,"2017-09-23",0.005396,0.005421,0.005293,0.005333,463158,2478.86
1506297600000,"2017-09-24",0.00664,0.006874,0.005383,0.005396,2013480.67,12409.97
1506384000000,"2017-09-25",0.006752,0.006951,0.006316,0.00664,1606410.93,10714.18
1506470400000,"2017-09-26",0.007557,0.008348,0.006737,0.006752,3134411.35,23760.82
1506556800000,"2017-09-27",0.007089,0.007848,0.006572,0.007557,2070622.22,14733.53
1506643200000,"2017-09-28",0.00682,0.007268,0.006424,0.007089,1402797.07,9568.92
1506729600000,"2017-09-29",0.007857,0.007887,0.006764,0.00682,1418434.43,10499.88
1506816000000,"2017-09-30",0.008096,0.008194,0.007387,0.007857,1217079.59,9400.44
1506902400000,"2017-10-01",0.008353,0.008811,0.007875,0.008096,1802338.53,14873.88
1506988800000,"2017-10-02",0.007803,0.008398,0.007496,0.008353,1179297.93,9255.04
1507075200000,"2017-10-03",0.007394,0.008094,0.007114,0.007803,1114908.74,8512.43
1507161600000,"2017-10-04",0.007482,0.007743,0.006939,0.007394,1105248.65,8157.44
1507248000000,"2017-10-05",0.007676,0.007849,0.007441,0.007482,828329.69,6340.47
1507334400000,"2017-10-06",0.008076,0.008146,0.007586,0.007676,912810.27,7117.86
1507420800000,"2017-10-07",0.006969,0.008353,0.006693,0.008076,1952812,14887.8
1507507200000,"2017-10-08",0.006108,0.007148,0.005503,0.006969,2098249.82,13345.32
1507593600000,"2017-10-09",0.006142,0.006471,0.005789,0.006108,1143595.9,7007.1
1507680000000,"2017-10-10",0.006203,0.006537,0.006116,0.006142,794238.53,5009.23
1507766400000,"2017-10-11",0.005132,0.00631,0.005097,0.006203,1454723.56,8116.03
1507852800000,"2017-10-12",0.005186,0.005391,0.004592,0.005132,1989193.84,9866.4
1507939200000,"2017-10-13",0.004759,0.005236,0.004717,0.005186,909077.48,4563.98
1508025600000,"2017-10-14",0.004868,0.005063,0.004635,0.004759,788301.46,3831.17
1508112000000,"2017-10-15",0.004958,0.005092,0.004761,0.004868,739022.75,3619.62
1508198400000,"2017-10-16",0.005653,0.005888,0.004915,0.004958,1494277.24,8078.3
1508284800000,"2017-10-17",0.00532,0.005861,0.005162,0.00566,988688.48,5447.17
1508371200000,"2017-10-18",0.00503,0.005405,0.004996,0.005314,823617.36,4208.11
1508457600000,"2017-10-19",0.004609,0.005206,0.004583,0.005029,898909.88,4406.3
1508544000000,"2017-10-20",0.004506,0.004637,0.004233,0.004608,909092.72,4059.14
1508630400000,"2017-10-21",0.004762,0.00507,0.004484,0.004507,958758.16,4614.72
1508716800000,"2017-10-22",0.004631,0.004829,0.004583,0.00478,733961.12,3426.59
1508803200000,"2017-10-23",0.005477,0.005811,0.004567,0.004628,1872224.48,10100.92
1508889600000,"2017-10-24",0.004969,0.00548,0.004948,0.00548,971464.64,5112.57
1508976000000,"2017-10-25",0.004793,0.005121,0.004696,0.004969,939180.7,4590.39
1509062400000,"2017-10-26",0.005027,0.005052,0.004713,0.004784,734438.73,3598.41
1509148800000,"2017-10-27",0.004754,0.005037,0.004708,0.005029,627737.45,3063.07
1509235200000,"2017-10-28",0.004497,0.004877,0.004394,0.004755,773457.07,3643.19
1509321600000,"2017-10-29",0.004675,0.004809,0.004498,0.004498,768598.38,3588.85
1509408000000,"2017-10-30",0.004395,0.005139,0.004386,0.004679,1272395.17,5964.32
1509494400000,"2017-10-31",0.003982,0.004455,0.003982,0.004391,1189999.67,4973.83
1509580800000,"2017-11-01",0.003486,0.003973,0.003096,0.003973,2076650.41,7436.69
1509667200000,"2017-11-02",0.003737,0.003784,0.003413,0.003485,1085701.96,3891.55
1509753600000,"2017-11-03",0.003583,0.003914,0.003509,0.003738,881023.57,3258.56
1509840000000,"2017-11-04",0.003582,0.003597,0.003414,0.003579,743598.47,2603.35
1509926400000,"2017-11-05",0.003773,0.003825,0.003544,0.003581,823887.24,3018.74
1510012800000,"2017-11-06",0.003688,0.003779,0.003608,0.003777,724382.83,2663.05
1510099200000,"2017-11-07",0.004102,0.004829,0.003501,0.00369,2403231.62,9867.59
1510185600000,"2017-11-08",0.004491,0.004619,0.004099,0.004113,1490021.19,6568.46
1510272000000,"2017-11-09",0.004288,0.004494,0.004101,0.004492,1239810.98,5352.48
1510358400000,"2017-11-10",0.00449,0.004625,0.004242,0.004286,1088235.09,4801.16
1510444800000,"2017-11-11",0.004621,0.004655,0.004239,0.00449,1417463.28,6331.43
1510531200000,"2017-11-12",0.004358,0.004632,0.004266,0.004621,958302.67,4238.68
1510617600000,"2017-11-13",0.004511,0.004551,0.004266,0.004358,879608.94,3883.15
1510704000000,"2017-11-14",0.004039,0.004517,0.003872,0.004509,1086389.23,4548.64
1510790400000,"2017-11-15",0.003647,0.004163,0.003613,0.004047,993447.75,3849.76
1510876800000,"2017-11-16",0.00527,0.005394,0.00353,0.003648,3538159.24,15781.01
1510963200000,"2017-11-17",0.005495,0.006295,0.004806,0.00527,5535449.04,30500.16
1511049600000,"2017-11-18",0.004973,0.00585,0.004505,0.005504,3792486.18,19529.28
1511136000000,"2017-11-19",0.004311,0.005443,0.004305,0.004978,3622105.46,17737.59
1511222400000,"2017-11-20",0.004252,0.004578,0.004165,0.004311,1952284.74,8449.9
1511308800000,"2017-11-21",0.004362,0.004511,0.004229,0.004253,1373840,6023.14
1511395200000,"2017-11-22",0.004325,0.004429,0.004229,0.004352,1083422.12,4679.36
1511481600000,"2017-11-23",0.004226,0.004405,0.00401,0.004325,1061781.51,4502.66
1511568000000,"2017-11-24",0.004341,0.004859,0.004207,0.004236,1711679.91,7745.09
1511654400000,"2017-11-25",0.004121,0.004393,0.004071,0.004341,920510.71,3876.2
1511740800000,"2017-11-26",0.00412,0.004382,0.004015,0.004121,1054257.89,4371.24
1511827200000,"2017-11-27",0.003818,0.004122,0.00377,0.00412,1157886.24,4540.65
1511913600000,"2017-11-28",0.003359,0.003948,0.003226,0.003818,1844934.45,6462.79
1512000000000,"2017-11-29",0.003297,0.003408,0.003228,0.003358,1138221.94,3758.37
1512086400000,"2017-11-30",0.003298,0.003712,0.003242,0.003297,1290990.82,4455.26
1512172800000,"2017-12-01",0.003211,0.003347,0.003186,0.003299,751891.6,2441.22
1512259200000,"2017-12-02",0.003268,0.003453,0.003169,0.003211,1097504.96,3588.63
1512345600000,"2017-12-03",0.003607,0.003811,0.003237,0.003268,2060008.67,7329.42
1512432000000,"2017-12-04",0.003325,0.003688,0.00328,0.003609,1470259.81,5094.15
1512518400000,"2017-12-05",0.003218,0.003323,0.003268,0.003323,33332.03,109.38
